name,create_date,total_pull_requests,total_releases,last_commit_date,main_language,total_issues,total_stars
'Torque3D',2012,1161,15,'2022-04-03T20:16:03Z','C++',464,3352
'TheHive',2016,82,85,'2022-09-13T07:45:38Z','Scala',1550,3341
'hybridauth',2011,538,62,'2024-01-02T23:09:56Z','PHP',688,3339
'OpenSfM',2014,206,9,'2024-08-15T09:34:52Z','Python',447,3327
'Slic3r',2011,361,1,'2022-10-28T14:18:24Z','C++',3480,3315
'pimcore',2011,7128,252,'2024-08-21T09:00:50Z','PHP',6322,3306
'AutoFixture',2012,533,54,'2023-12-11T19:03:33Z','C#',651,3305
'RakNet',2014,6,0,'2015-02-28T00:14:04Z','HTML',10,3291
'aos-AVP',2018,5,246,'2024-08-18T14:26:50Z','HTML',701,3290
'gpt-code-clippy',2021,42,0,'2022-01-18T12:29:23Z','Python',28,3286
'projectm',2013,340,31,'2024-08-07T16:31:32Z','C++',330,3283
'pyload',2013,658,17,'2024-08-24T08:16:22Z','Python',3001,3274
'coreui-free-vue-admin-template',2017,48,63,'2024-06-27T12:34:40Z','Vue',202,3272
'LeafPic',2016,195,7,'2021-02-09T19:26:42Z','Java',299,3262
'ChatGPTAPIFree',2023,2,0,'2023-03-27T04:31:39Z','JavaScript',26,3256
'keras-resources',2016,35,0,'2018-02-25T01:21:52Z','N/A',4,3246
'highstorm',2023,23,0,'2023-11-08T19:44:26Z','TypeScript',4,3227
'papermark',2023,377,5,'2024-08-22T09:19:21Z','TypeScript',89,3226
'awesome-opensource-apps',2016,65,0,'2023-05-21T14:24:05Z','N/A',6,3209
'startbootstrap-sb-admin',2014,41,0,'2023-03-25T22:09:39Z','Pug',74,3204
'terramate',2021,1519,154,'2024-08-19T13:25:22Z','Go',99,3203
'uptrace',2021,122,94,'2024-08-23T12:10:20Z','Go',212,3198
'OctoBot',2018,1505,107,'2024-08-22T15:35:34Z','Python',652,3192
'keep',2023,1126,22,'2024-08-25T15:03:56Z','Python',400,3182
'InternGPT',2023,13,0,'2024-08-20T12:51:03Z','Python',32,3181
'pelias',2013,113,0,'2024-03-16T00:16:37Z','Twig',599,3177
'radix-vue',2023,583,102,'2024-08-21T15:57:56Z','Vue',487,3169
'ark-pixel-font',2021,2,18,'2024-08-17T23:17:29Z','Python',22,3168
'Nettacker',2017,415,12,'2024-08-25T10:55:04Z','Python',203,3165
'osTicket',2013,1885,109,'2023-10-25T15:45:33Z','PHP',3196,3165
'Piwigo',2015,124,64,'2024-08-23T17:39:59Z','PHP',1307,3159
'warzone2100',2010,2403,41,'2024-08-25T02:06:03Z','C++',871,3153
'actor-framework',2011,912,62,'2024-08-16T07:10:26Z','C++',844,3152
'ChatSecure-iOS',2011,186,36,'2021-08-07T04:52:24Z','Objective-C',598,3130
'galio',2018,100,11,'2022-03-30T11:06:58Z','JavaScript',85,3129
'HElib',2013,64,15,'2023-07-18T14:14:44Z','C++',199,3123
'awesome-dot-net-performance',2016,48,0,'2023-11-02T16:32:00Z','N/A',14,3119
'userscripts',2018,129,58,'2024-08-22T02:15:08Z','Swift',392,3117
'dash-sample-apps',2019,369,92,'2024-07-30T19:36:33Z','Jupyter Notebook',168,3115
'cognita',2023,208,0,'2024-08-23T19:42:16Z','Python',24,3109
'donkeycar',2016,529,18,'2024-06-22T02:31:17Z','Python',367,3108
'FunClip',2023,18,0,'2024-08-22T11:17:10Z','Python',70,3097
'licode',2012,910,14,'2024-07-23T14:35:21Z','C++',534,3089
'maestral',2018,408,57,'2024-07-27T12:09:47Z','Python',415,3080
'WebCollector',2014,2,0,'2023-06-03T10:26:14Z','Java',58,3063
'Vulkan-Hpp',2016,1249,129,'2024-08-21T16:06:26Z','C++',552,3059
'pgmodeler',2012,91,27,'2024-06-24T20:34:48Z','C++',1533,3053
'openemr',2010,3948,0,'2024-08-24T08:00:19Z','PHP',2298,3049
'tau',2023,102,17,'2024-08-23T17:27:16Z','Go',100,3048
'Nominatim',2012,959,37,'2024-08-22T22:40:13Z','Python',1924,3047
'python-mini-project',2021,157,0,'2024-06-02T06:12:50Z','Python',28,3040
'Devon',2024,25,0,'2024-08-07T04:00:35Z','Python',44,3040
'understrap',2014,534,67,'2024-03-27T14:43:36Z','CSS',976,3040
'pinry',2013,129,0,'2024-04-06T04:54:52Z','Python',161,3036
'qiskit-metapackage',2018,972,97,'2023-08-19T12:41:27Z','OpenQASM',528,3033
'kdenlive',2015,0,0,'2024-08-25T13:35:27Z','C++',0,3032
'libopencm3',2012,176,0,'2024-06-21T22:36:43Z','C',406,3029
'Serious-Engine',2016,17,0,'2017-01-21T17:56:20Z','C++',15,3025
'OpenSign',2023,722,34,'2024-08-23T12:06:40Z','JavaScript',85,3015
'opensource-website',2011,26,0,'2024-08-19T02:50:51Z','SCSS',50,2985
'buildspace-projects',2021,1240,0,'2023-03-21T15:59:21Z','JavaScript',95,2985
'openseadragon',2013,592,28,'2024-08-16T16:39:04Z','JavaScript',1373,2983
'TastyIgniter',2014,250,88,'2024-08-24T13:57:01Z','PHP',716,2975
'FairEmail',2018,40,1000,'2024-08-25T13:59:30Z','Java',0,2974
'determined',2020,8057,115,'2024-08-23T21:23:01Z','Go',343,2968
'Surface-Defect-Detection',2020,2,1,'2024-05-27T02:43:26Z','Python',2,2968
'OpenSK',2019,457,1,'2024-07-23T12:23:11Z','Rust',163,2965
'UER-py',2019,100,0,'2024-05-09T11:12:55Z','Python',130,2961
'robospice',2012,38,1,'2018-01-14T04:12:11Z','Java',301,2946
'skywater-pdk',2020,117,0,'2023-05-29T11:20:48Z','Python',105,2933
'godot-shaders',2020,22,0,'2022-07-11T12:41:17Z','GLSL',19,2929
'Vorlonjs',2015,148,11,'2023-09-18T15:18:28Z','TypeScript',201,2924
'idev-recipes',2010,2,0,'2014-04-23T15:32:40Z','Objective-C',4,2922
'haste-server',2011,76,0,'2024-07-26T13:53:46Z','JavaScript',287,2913
'apkstudio',2014,3,11,'2023-10-06T18:23:34Z','C++',0,2912
'awesome-api-security',2020,22,0,'2024-07-03T10:47:22Z','N/A',0,2910
'KISS',2012,650,100,'2024-08-09T11:34:06Z','Java',1251,2908
'tail-kit',2020,33,0,'2023-10-31T01:11:11Z','TypeScript',30,2908
'fleet',2020,11847,134,'2024-08-24T19:40:12Z','Go',6635,2903
'tensorflow-internals',2018,5,1,'2019-03-22T23:34:47Z','TeX',3,2892
'pipecat',2023,280,39,'2024-08-23T00:01:43Z','Python',45,2891
'ios_guides',2013,1,0,'2016-12-08T22:38:09Z','Swift',28,2885
'ADeus',2024,54,0,'2024-04-22T02:40:50Z','TypeScript',21,2884
'awesome-mechanical-keyboard',2018,90,0,'2024-07-02T12:12:25Z','Astro',21,2882
'brick',2013,36,0,'2018-04-11T07:04:24Z','HTML',72,2869
'BMTools',2023,18,0,'2023-12-05T05:25:27Z','Python',26,2868
'OpenSubdiv',2012,740,0,'2023-09-14T19:19:06Z','C++',416,2866
'blog',2016,55,15,'2023-06-08T08:03:24Z','PHP',152,2866
'awesome-cms',2016,108,0,'2023-03-06T19:52:17Z','N/A',22,2866
'rich-markdown-editor',2018,164,20,'2021-12-18T19:07:29Z','TypeScript',253,2866
'plcrashreporter',2013,150,16,'2024-08-02T09:14:50Z','Objective-C',119,2863
'apkupdater',2016,109,96,'2024-07-17T18:15:06Z','Kotlin',274,2854
'openbr',2012,308,4,'2024-07-12T18:32:41Z','C++',210,2845
'digger',2023,1095,165,'2024-08-22T11:49:13Z','Go',161,2840
'Openfire',2014,2230,93,'2024-08-22T19:54:49Z','Java',0,2838
'neosync',2023,1850,153,'2024-08-24T00:06:18Z','Go',231,2835
'rathena',2013,3261,0,'2024-08-22T20:36:29Z','C++',4308,2831
'guiscrcpy',2019,96,38,'2023-12-29T15:25:47Z','Python',176,2825
'onionscan',2016,32,2,'2017-02-25T17:10:31Z','Go',55,2819
'Ejecta',2012,61,0,'2021-06-22T17:04:00Z','Objective-C',499,2809
'fluxgui',2016,31,0,'2023-07-15T00:52:40Z','Python',122,2803
'ohmyform',2019,35,16,'2024-06-20T18:57:59Z','TypeScript',123,2795
'lotion',2022,37,5,'2022-10-07T08:04:37Z','Vue',15,2783
'selenium-ide',2017,342,212,'2024-07-16T03:04:24Z','TypeScript',937,2771
'Twitter4J',2009,226,1,'2023-07-25T02:29:14Z','Java',38,2770
'goxel',2015,42,27,'2024-08-11T07:23:30Z','C++',212,2762
'heritrix3',2011,342,13,'2024-08-20T02:59:55Z','Java',122,2760
'thanks',2018,113,0,'2020-07-17T04:41:00Z','JavaScript',36,2757
'android-open-source-project-analysis',2017,1,0,'2020-07-07T03:13:09Z','Java',12,2754
'openrasp',2017,200,33,'2024-03-14T23:43:32Z','C++',146,2750
'MSEC',2016,3,0,'2019-10-24T03:48:09Z','Java',11,2746
'Segment-and-Track-Anything',2023,5,4,'2024-04-25T08:44:40Z','Jupyter Notebook',87,2744
'mindmaps',2011,1,0,'2021-05-04T10:30:38Z','JavaScript',59,2739
'awesome-status-pages',2017,116,0,'2024-08-08T04:52:28Z','N/A',12,2737
'julius',2017,279,11,'2024-07-02T18:52:42Z','C',388,2735
'SpiderKeeper',2016,10,0,'2018-05-29T02:14:15Z','Python',42,2734
'talk-os',2016,3,0,'2017-09-05T02:27:57Z','CoffeeScript',30,2727
'kandan',2013,175,0,'2015-05-08T13:56:24Z','JavaScript',172,2717
'recognize-anything',2023,37,0,'2024-08-01T04:21:44Z','Jupyter Notebook',62,2702
'daggerfall-unity',2015,2176,32,'2024-08-11T00:43:57Z','C#',277,2691
'changelog.com',2015,201,0,'2024-08-23T15:09:43Z','Elixir',247,2690
'OpenCombine',2019,147,16,'2023-10-20T06:15:55Z','Swift',55,2688
'Omni-Notes',2013,64,50,'2024-08-24T13:17:10Z','Java',650,2684
'CommunityServer',2014,10,19,'2024-02-29T12:12:53Z','C#',263,2684
'httptoolkit',2018,2,0,'2024-07-01T10:44:19Z','N/A',376,2684
'SimpleCV',2011,254,0,'2015-04-07T13:42:39Z','Python',254,2680
'stack',2024,131,0,'2024-08-25T04:05:00Z','TypeScript',34,2679
'unkey',2023,1514,208,'2024-08-25T12:31:41Z','TypeScript',227,2676
'sorry-cypress',2019,332,91,'2024-04-12T20:58:06Z','TypeScript',418,2676
'sysbox',2020,416,10,'2024-06-04T04:18:09Z','Shell',218,2676
'cloud-annotations',2019,67,56,'2022-07-12T17:41:45Z','TypeScript',168,2674
'LLaMA2-Accessory',2023,60,0,'2024-05-24T09:21:24Z','Python',90,2668
'GodotSteam',2016,166,144,'2024-08-15T18:16:27Z','C++',285,2667
'earthenterprise',2017,849,47,'2023-01-04T20:30:53Z','C++',646,2664
'isowords',2021,131,0,'2024-08-16T17:33:21Z','Swift',19,2660
'mazer',2021,121,14,'2024-06-28T07:14:13Z','HTML',136,2659
'statusfy',2018,347,13,'2022-06-12T17:40:44Z','JavaScript',254,2653
'mediacms',2020,125,21,'2023-11-14T07:24:05Z','JavaScript',278,2652
'OpenRGB',2019,5,0,'2024-08-23T18:40:01Z','C++',0,2650
'casibase',2020,504,199,'2024-08-25T08:46:21Z','Go',271,2649
'FastReport',2018,241,31,'2024-07-27T16:05:27Z','C#',384,2648
'zhuque',2023,0,3,'2023-11-08T09:57:51Z','Shell',17,2648
'vocode-core',2023,355,7,'2024-08-16T17:24:16Z','Python',129,2646
'SmartStoreNET',2014,11,23,'2023-02-27T19:28:06Z','C#',2036,2644
'kiss-translator',2023,1,55,'2024-05-23T12:06:48Z','JavaScript',121,2644
'android',2016,0,0,'2017-01-12T05:55:31Z','N/A',12,2643
'skydive',2015,1566,29,'2024-07-17T13:46:10Z','Go',542,2642
'rivet',2023,183,81,'2024-08-08T18:56:51Z','TypeScript',121,2638
'OpenTabletDriver',2019,1421,29,'2024-08-23T03:41:04Z','C#',1322,2637
'voldemort',2009,196,10,'2023-07-24T13:49:47Z','Java',77,2632
'rsync',2020,61,0,'2024-05-29T01:19:19Z','C',220,2630
'padloc',2013,194,52,'2023-12-10T09:16:06Z','JavaScript',384,2625
'RE-iOS-Apps',2019,7,0,'2024-04-17T03:04:19Z','N/A',8,2623
'awesome-healthcare',2016,44,0,'2024-05-24T21:02:48Z','N/A',25,2618
'books-collection',2014,8,0,'2024-06-25T03:25:52Z','N/A',2,2616
'apollo',2016,854,0,'2023-04-14T11:45:18Z','JavaScript',147,2615
'OpenJSCAD.org',2013,596,0,'2024-08-19T10:01:22Z','JavaScript',474,2614
'whylogs',2020,1000,162,'2024-08-24T00:27:20Z','Jupyter Notebook',422,2613
'html-agility-pack',2017,55,133,'2024-08-19T23:31:57Z','C#',410,2610
'ivy-wallet',2021,633,87,'2024-08-25T09:27:26Z','Kotlin',2564,2607
'volt-bootstrap-5-dashboard',2020,18,8,'2023-01-09T11:12:15Z','HTML',31,2602
'the-sourdough-framework',2022,280,0,'2024-08-04T14:43:20Z','TeX',52,2602
'prompttools',2023,52,5,'2024-03-29T22:59:16Z','Python',30,2600
'openlogos',2018,1,0,'2018-08-31T18:12:50Z','N/A',48,2599
'bugcrowd_university',2018,3,0,'2020-07-08T23:44:54Z','N/A',1,2598
'sherloq',2017,16,0,'2024-07-15T09:04:56Z','Perl',62,2598
'open-chat-video-editor',2023,0,0,'2023-06-20T07:39:22Z','Python',4,2597
'typefaces',2016,7,0,'2023-09-09T15:09:22Z','CSS',85,2595
'LOIC',2010,10,6,'2022-05-03T17:53:54Z','C#',85,2592
'xTuring',2023,156,9,'2024-03-31T04:39:35Z','Python',91,2575
'chartbrew',2019,52,115,'2024-08-17T13:19:26Z','JavaScript',138,2567
'Gladys',2015,872,137,'2024-06-24T07:57:07Z','JavaScript',891,2558
'SmartThingsPublic',2015,3785,0,'2023-06-30T01:36:23Z','Groovy',61,2557
'doublecmd',2018,239,30,'2024-08-22T13:08:42Z','Pascal',806,2555
'omatsuri',2020,10,3,'2022-02-25T06:51:30Z','JavaScript',8,2549
'Alpaca-CoT',2023,85,0,'2023-12-12T08:16:56Z','Jupyter Notebook',67,2546
'incubator-devlake',2021,4366,124,'2024-08-23T08:27:24Z','Go',3123,2544
'lucene',2021,1972,13,'2024-08-23T14:04:41Z','Java',9134,2543
'PSTCollectionView',2012,143,1,'2017-01-17T22:21:51Z','Objective-C',0,2543
'willow',2023,103,13,'2024-02-27T13:25:32Z','C',120,2541
'cloudpods',2018,18806,0,'2024-08-24T11:44:15Z','Go',1456,2540
'docsy',2018,841,13,'2024-08-08T13:23:49Z','HTML',679,2538
'Heimdall',2010,17,0,'2021-03-14T11:54:58Z','C++',238,2538
'open62541',2013,2970,72,'2024-08-25T07:41:20Z','C',2149,2533
'chat-ollama',2024,166,0,'2024-07-31T03:58:20Z','TypeScript',158,2527
'blazingmq',2023,272,1,'2024-08-15T20:36:34Z','C++',37,2522
'lunar',2021,1022,93,'2024-08-23T07:39:28Z','PHP',433,2509
'cstate',2017,111,47,'2024-08-19T16:30:55Z','HTML',160,2502
'InvoicePlane',2014,483,47,'2024-08-18T21:37:59Z','PHP',272,2501
'OpenSC',2011,1290,34,'2024-08-19T09:31:00Z','C',1261,2500
'biomes-game',2023,52,0,'2023-09-01T16:35:13Z','TypeScript',11,2494
'wechat_flutter',2019,1,0,'2024-06-24T10:24:29Z','Dart',13,2490
'opentitan',2019,15953,10,'2024-08-24T23:42:40Z','SystemVerilog',5525,2483
'Prometheus',2019,69,3,'2024-07-10T06:35:37Z','C++',0,2479
'spring-boot-plus',2019,91,10,'2024-02-27T09:40:55Z','Java',61,2470
'overgrowth',2022,46,0,'2024-08-05T11:29:00Z','C++',19,2469
'sumo',2017,447,0,'2024-08-25T15:56:55Z','C++',12136,2467
'awesome-android-kotlin-apps',2020,52,0,'2023-10-12T18:02:44Z','Kotlin',4,2464
'staticgen',2014,643,0,'2020-10-20T17:30:11Z','JavaScript',73,2461
'plain-app',2021,10,15,'2024-08-04T15:23:07Z','Kotlin',106,2459
'horizon-ui-chakra',2022,5,7,'2024-07-24T20:53:17Z','JavaScript',20,2455
'papermerge',2020,50,41,'2024-01-15T06:11:09Z','Python',366,2452
'Open-Web-Analytics',2012,77,20,'2024-03-31T18:19:30Z','PHP',731,2451
'OpenLiveWriter',2015,112,6,'2024-01-14T10:52:37Z','C#',299,2450
'judge0',2017,61,34,'2024-04-18T00:27:44Z','HTML',282,2444
'xamarin-macios',2016,15572,73,'2024-08-23T16:19:32Z','C#',3542,2433
'phoronix-test-suite',2014,109,66,'2024-08-24T15:35:49Z','PHP',470,2431
'video-maker',2019,29,0,'2023-12-17T14:20:17Z','JavaScript',243,2428
'OpenAsar',2021,9,2,'2024-06-30T14:11:44Z','JavaScript',135,2425
'PHPCI',2013,266,19,'2019-03-06T14:12:25Z','PHP',495,2424
'pdf2docx',2019,49,25,'2024-08-20T12:44:56Z','Python',166,2419
'pdfme',2021,163,22,'2024-08-11T07:28:35Z','TypeScript',230,2414
'graphic-walker',2022,263,68,'2024-08-23T07:06:33Z','TypeScript',53,2411
'flogo',2016,189,20,'2024-04-24T18:41:50Z','CSS',244,2403
'bigcapital',2021,317,95,'2024-08-25T17:44:34Z','TypeScript',128,2401
'Anthias',2012,626,23,'2024-08-24T21:19:32Z','CSS',1137,2400
'CareKit',2016,203,9,'2024-06-12T16:05:36Z','Swift',342,2400
'ozz-animation',2015,44,24,'2024-04-13T12:54:36Z','C++',98,2398
'Wallos',2023,252,104,'2024-08-11T07:35:46Z','PHP',173,2396
'open-source-jobs',2019,15,0,'2022-05-30T03:47:20Z','JavaScript',13,2394
'verilator',2019,1113,0,'2024-08-24T23:27:59Z','C++',3088,2393
'plunk',2024,37,0,'2024-08-20T11:30:02Z','TypeScript',16,2386
'OpenNMT',2016,249,0,'2020-02-19T16:08:45Z','Lua',250,2384
'langui',2023,3,0,'2024-07-10T03:00:18Z','HTML',14,2383
'choerodon',2018,1,14,'2023-07-03T09:33:07Z','N/A',0,2382
'wire',2016,12,0,'2024-01-23T10:27:58Z','N/A',197,2380
'Orchard',2015,958,10,'2024-05-17T07:33:45Z','C#',5564,2374
'Smack',2014,329,0,'2024-07-16T06:29:03Z','Java',0,2373
'OpenSimpleLidar',2017,3,2,'2023-05-17T13:40:38Z','C',5,2367
'pgadmin4',2017,763,0,'2024-08-23T05:11:48Z','Python',6290,2363
'griddb',2016,25,23,'2024-06-24T02:20:26Z','C++',242,2362
'hedgehog-lab',2020,127,2,'2024-03-17T02:17:34Z','TypeScript',31,2362
'drop',2013,28,22,'2016-01-29T20:41:31Z','CSS',84,2359
'helpy',2015,1017,36,'2021-10-20T21:50:55Z','Ruby',410,2358
'obfuscar',2015,17,46,'2024-08-19T08:52:02Z','C#',383,2357
'pezzo',2023,175,71,'2024-07-23T14:28:44Z','TypeScript',76,2356
'Aidoku',2022,83,22,'2024-08-18T21:30:09Z','Swift',225,2348
'mesa',2014,920,19,'2024-08-25T09:50:39Z','Python',598,2347
'CacheManager',2015,11,25,'2021-06-26T19:30:08Z','C#',272,2344
'CCTV',2024,17,0,'2024-05-16T13:37:10Z','JavaScript',19,2344
'StanfordDoggoProject',2018,0,1,'2024-07-08T02:08:11Z','N/A',44,2342
'tixcraft_bot',2019,10,243,'2024-08-25T09:31:37Z','JavaScript',211,2337
'awesome-portfolio-websites',2020,461,1,'2023-02-17T17:25:20Z','HTML',474,2337
'good-first-issue',2020,305,0,'2024-03-22T20:18:29Z','Vue',78,2334
'rasa_core',2017,483,2,'2019-05-20T14:25:16Z','Python',0,2334
'batnoter',2022,15,1,'2022-10-01T08:12:00Z','TypeScript',51,2332
'nodetube',2018,142,1,'2022-09-23T23:45:13Z','JavaScript',82,2330
'scriptaculous',2008,4,0,'2018-03-05T22:18:20Z','HTML',10,2321
'inbox-zero',2023,116,0,'2024-08-24T19:54:44Z','TypeScript',40,2320
'Glimpse',2011,123,25,'2019-03-01T19:33:07Z','C#',800,2319
'marytts',2011,179,28,'2022-06-06T06:05:33Z','Java',717,2317
'tracecat',2024,247,34,'2024-08-25T17:56:19Z','TypeScript',69,2315
'CV-CUDA',2022,11,13,'2024-08-08T21:37:28Z','C++',119,2314
'plover',2012,712,43,'2024-03-28T16:36:57Z','Python',562,2312
'CHAOS',2017,35,4,'2024-07-12T21:22:32Z','Go',71,2308
'kapacitor',2015,841,42,'2024-08-13T18:30:16Z','Go',1039,2307
'curve',2020,1576,64,'2024-03-21T05:48:32Z','C++',757,2306
'memgraph',2020,1293,35,'2024-08-21T11:51:40Z','C++',348,2304
'chat-with-gpt',2023,45,0,'2023-07-15T22:31:53Z','TypeScript',55,2302
'tensorflow-federated',2018,2094,89,'2024-08-24T00:00:50Z','Python',0,2302
'lumenpnp',2020,171,12,'2024-05-24T20:01:23Z','Python',388,2301
'SkyTube',2015,559,51,'2024-08-25T10:55:47Z','Java',446,2280
'gstreamer',2015,0,0,'2024-08-24T10:08:57Z','C',0,2278
'nettu-meet',2021,7,0,'2021-08-08T20:07:53Z','TypeScript',11,2276
'speech-to-speech',2024,10,0,'2024-08-23T12:14:08Z','Python',14,2276
'SoraWebui',2024,7,3,'2024-03-04T07:51:02Z','TypeScript',13,2274
'jsr',2024,277,0,'2024-08-22T00:15:30Z','Rust',203,2267
'SVGnest',2015,10,0,'2019-04-11T08:55:15Z','JavaScript',21,2261
'ZSWatch',2022,180,0,'2024-08-22T05:59:05Z','C',94,2260
'OnionBrowser',2012,26,43,'2024-08-07T12:41:39Z','HTML',398,2259
'rem',2023,38,15,'2024-05-16T15:38:45Z','Swift',28,2259
'Impostor',2020,206,20,'2024-08-24T14:52:50Z','C#',264,2256
'windowjs',2021,16,11,'2023-03-07T20:05:16Z','JavaScript',26,2256
'baserow',2020,0,0,'2024-07-11T16:00:29Z','Python',0,2254
'kamailio',2013,1541,0,'2024-08-23T10:31:10Z','C',1879,2237
'DaybydayCRM',2016,82,20,'2022-02-17T19:04:33Z','PHP',149,2235
'AsyncRAT-C-Sharp',2019,10,8,'2023-10-16T21:41:08Z','C#',0,2231
'motion-primitives',2024,10,0,'2024-08-24T18:57:36Z','TypeScript',5,2230
'fun-with-computer-graphics',2019,6,0,'2022-03-31T17:36:14Z','N/A',0,2230
'pyrobot',2019,38,1,'2022-03-08T18:09:11Z','Python',72,2221
'portr',2023,69,18,'2024-08-18T12:42:46Z','Python',8,2220
'AppMetrics',2016,100,24,'2023-11-23T00:02:04Z','C#',548,2215
'taffydb',2009,13,0,'2023-06-15T22:00:17Z','JavaScript',48,2212
'awesome-visual-slam',2016,11,0,'2022-05-10T17:57:19Z','N/A',4,2211
'dlt',2022,1028,82,'2024-08-23T14:33:48Z','Python',359,2205
'goalert',2019,3099,14,'2024-08-19T21:04:02Z','Go',325,2202
'Elkeid',2020,361,146,'2024-08-22T08:46:10Z','Go',245,2198
'divkit',2022,0,95,'2024-08-23T16:21:21Z','Kotlin',27,2192
'ChainForge',2023,89,23,'2024-08-16T02:06:13Z','TypeScript',122,2189
'appleseed',2010,1715,27,'2023-07-14T00:56:57Z','C++',564,2186
'Dragonfly2',2020,2363,242,'2024-08-20T12:35:51Z','Go',529,2177
'go-fly',2020,1,0,'2023-12-16T08:23:16Z','Go',9,2176
'chiaki',2019,80,12,'2021-03-19T10:44:22Z','N/A',193,2175
'LaunchKit',2016,2,0,'2017-08-15T17:07:21Z','JavaScript',20,2174
'pyglossary',2011,73,20,'2024-08-07T23:08:06Z','Python',423,2174
'sqlyog-community',2015,1,0,'2024-07-25T07:12:32Z','C++',1659,2173
'staytus',2015,11,0,'2021-09-10T13:04:46Z','Ruby',271,2172
'xLog',2022,616,0,'2024-07-08T10:59:45Z','TypeScript',178,2170
'vue-design-system',2017,38,49,'2023-01-24T08:00:30Z','JavaScript',123,2166
'Surround360',2016,4,0,'2019-08-30T06:20:51Z','C++',194,2166
